100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,Gb,MM_tag,N25,N50,N75,accession,assembly,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_result,ntsm_score,path,platform,polymerase_version,quartile_25,quartile_50,quartile_75,read_N50,result,sample,sample_ID,seq_kit,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,Sample,Accession,familyID,Subpopulation,Superpopulation,Production Year
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17082.0,19795.0,23308.0,SRR29483174,N/A,N/A,N/A,N/A,N/A,SAMN33758796,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230531_214232_s2.hifi_reads.bc2021.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,NA18522.HFSS_m84046_230531_214232_s2,single,size fractionation,GENOMIC,WGS,47307.0,19649.0,262.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m84046_230531_214232_s2.hifi_reads.bc2021.bam,PACBIO_SMRT,P1,16462.0,18854.0,22075.0,N/A,N/A,N/A,NA18522,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,32.01,32010595867.0,1629099.0,N/A,NA18522,SAMN33758796,Y016,YRI,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17035.0,19715.0,23227.0,SRR29483104,N/A,N/A,N/A,N/A,N/A,SAMN33758796,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230603_204152_s4.hifi_reads.bc2021.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,NA18522.HFSS_m84046_230603_204152_s4,single,size fractionation,GENOMIC,WGS,54099.0,19590.0,544.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m84046_230603_204152_s4.hifi_reads.bc2021.bam,PACBIO_SMRT,P1,16418.0,18792.0,22005.0,N/A,N/A,N/A,NA18522,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,26.51,26512228758.0,1353337.0,N/A,NA18522,SAMN33758796,Y016,YRI,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18875.0,20054.0,21609.0,SRR13684284,N/A,N/A,N/A,N/A,N/A,SAMN17861242,ccs 4.2.0 (commit v4.2.0-1-g450908e4),N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_201013_225902.ccs.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,NA24385_HG002.f4.f3,single,size fractionation,GENOMIC,WGS,57023.0,20390.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/UW_supplement/m64076_201013_225902.ccs.bam,PACBIO_SMRT,P2.0,18712.0,19835.0,21255.0,N/A,N/A,N/A,HG002,N/A,C2.0,g-TUBE,SageELF,SRP305758,N/A,17.33,17328670239.0,849857.0,N/A,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19081.0,20444.0,22636.0,SRR13684284,N/A,N/A,N/A,N/A,N/A,SAMN17861242,ccs 4.2.0 (commit v4.2.0-1-g450908e4),N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_201016_191536.ccs.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,NA24385_HG002.f4.f3,single,size fractionation,GENOMIC,WGS,59678.0,21020.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/UW_supplement/m64076_201016_191536.ccs.bam,PACBIO_SMRT,P2.0,18875.0,20128.0,21934.0,N/A,N/A,N/A,HG002,N/A,C2.0,g-TUBE,SageELF,SRP305758,N/A,19.2,19201161177.0,913451.0,N/A,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18153.0,20772.0,24191.0,SRR29483176,N/A,N/A,N/A,N/A,N/A,SAMN33758778,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230517_211630_s4.hifi_reads.bc2012.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG00099_1.HFSS_m84046_230517_211630_s4,single,size fractionation,GENOMIC,WGS,54368.0,20651.0,331.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/m84046_230517_211630_s4.hifi_reads.bc2012.bam,PACBIO_SMRT,P1,17597.0,19914.0,23094.0,N/A,N/A,N/A,HG00099,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,61.48,61484744616.0,2977212.0,N/A,HG00099,SAMN33758778,,GBR,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17227.0,19817.0,23257.0,SRR29483229,N/A,N/A,N/A,N/A,N/A,SAMN41021687,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230831_231439_s1.hifi_reads.bc2034.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG01048.HFSS_m84046_230831_231439_s1,single,size fractionation,GENOMIC,WGS,60075.0,19703.0,112.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam,PACBIO_SMRT,P1,16642.0,18931.0,22072.0,N/A,N/A,N/A,HG01048,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,56.29,56294891530.0,2857155.0,N/A,HG01048,SAMN41021687,,PUR,AMR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17360.0,19992.0,23444.0,SRR29483230,N/A,N/A,N/A,N/A,N/A,SAMN41021687,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230831_234545_s2.hifi_reads.bc2034.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG01048.HFSS_m84046_230831_234545_s2,single,size fractionation,GENOMIC,WGS,59663.0,19854.0,128.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam,PACBIO_SMRT,P1,16761.0,19095.0,22264.0,N/A,N/A,N/A,HG01048,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,56.02,56024496861.0,2821770.0,N/A,HG01048,SAMN41021687,,PUR,AMR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17002.0,19452.0,22752.0,SRR29483228,N/A,N/A,N/A,N/A,N/A,SAMN41021687,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230905_231311_s2.hifi_reads.bc2034.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG01048.HFSS_m84046_230905_231311_s2,single,size fractionation,GENOMIC,WGS,58044.0,19385.0,164.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam,PACBIO_SMRT,P1,16464.0,18631.0,21631.0,N/A,N/A,N/A,HG01048,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,39.58,39578673831.0,2041679.0,N/A,HG01048,SAMN41021687,,PUR,AMR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17468.0,20142.0,23647.0,SRR29483266,N/A,N/A,N/A,N/A,N/A,SAMN41021687,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230906_222128_s4.hifi_reads.bc2034.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG01048.HFSS_m84046_230906_222128_s4,single,size fractionation,GENOMIC,WGS,63360.0,19991.0,359.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam,PACBIO_SMRT,P1,16853.0,19228.0,22437.0,N/A,N/A,N/A,HG01048,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,61.82,61822391486.0,3092444.0,N/A,HG01048,SAMN41021687,,PUR,AMR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,15986.0,18264.0,21324.0,SRR23922664,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS,single,RANDOM,GENOMIC,WGS,48799.0,18233.0,141.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,15504.0,17513.0,20303.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,19.94,19937213389.0,1093416.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18159.0,22312.0,26640.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,42061.0,19880.0,1321.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,15374.0,20075.0,24486.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.2,200809444.0,10101.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18780.0,22731.0,27224.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,41854.0,20570.0,1212.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,16402.0,20700.0,25116.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.2,195361726.0,9497.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18975.0,22556.0,26969.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,76923.0,22047.0,110.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17970.0,21163.0,25288.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,43.9,43896414378.0,1990977.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19046.0,22651.0,27039.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,79328.0,22118.0,62.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,18032.0,21258.0,25381.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,44.48,44475348827.0,2010767.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19050.0,22658.0,27045.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,68274.0,22119.0,106.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,18030.0,21258.0,25382.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,46.38,46375666417.0,2096626.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19118.0,23139.0,27684.0,SRR23922663,N/A,N/A,N/A,N/A,N/A,SAMN33758788,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,43604.0,21152.0,1163.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,16859.0,21228.0,25652.0,N/A,N/A,N/A,HG02922,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.19,194353188.0,9188.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18042.0,21259.0,25330.0,SRR29483121,N/A,N/A,N/A,N/A,N/A,SAMN33758788,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230617_040148_s2.hifi_reads.bc2053.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG02922.HFSS2_m84046_230617_040148_s2,single,size fractionation,GENOMIC,WGS,57502.0,20935.0,172.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2053.bam,PACBIO_SMRT,P1,17209.0,20041.0,23790.0,N/A,N/A,N/A,HG02922,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,20.21,20206254963.0,965182.0,N/A,HG02922,SAMN33758788,NG06,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18408.0,20518.0,23530.0,SRR29483259,N/A,N/A,N/A,N/A,N/A,SAMN41021651,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230715_060901_s1.hifi_reads.bc2084.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG03521.HFSS2_m84046_230715_060901_s1,single,size fractionation,GENOMIC,WGS,58005.0,20640.0,66.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam,PACBIO_SMRT,P1,18025.0,19908.0,22635.0,N/A,N/A,N/A,HG03521,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,52.35,52350380501.0,2536343.0,N/A,HG03521,SAMN41021651,NG109,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18499.0,20676.0,23771.0,SRR29483257,N/A,N/A,N/A,N/A,N/A,SAMN41021651,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230715_064007_s2.hifi_reads.bc2084.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG03521.HFSS2_m84046_230715_064007_s2,single,size fractionation,GENOMIC,WGS,57192.0,20784.0,61.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam,PACBIO_SMRT,P1,18099.0,20036.0,22840.0,N/A,N/A,N/A,HG03521,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,56.04,56036523269.0,2696081.0,N/A,HG03521,SAMN41021651,NG109,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18419.0,20551.0,23601.0,SRR29483260,N/A,N/A,N/A,N/A,N/A,SAMN41021651,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230718_230843_s2.hifi_reads.bc2084.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG03521.HFSS2_m84046_230718_230843_s2,single,size fractionation,GENOMIC,WGS,63166.0,20671.0,96.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam,PACBIO_SMRT,P1,18030.0,19928.0,22685.0,N/A,N/A,N/A,HG03521,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,100.26,100261536810.0,4850185.0,N/A,HG03521,SAMN41021651,NG109,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17771.0,20172.0,23299.0,SRR23922651,N/A,N/A,N/A,N/A,N/A,SAMN33758797,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220823_191353-bc2011.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18747_1.HFSS,single,RANDOM,GENOMIC,WGS,62402.0,20063.0,53.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m54329U_220823_191353-bc2011.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17271.0,19431.0,22353.0,N/A,N/A,N/A,NA18747,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,44.48,44479802984.0,2216924.0,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18231.0,20819.0,24016.0,SRR23922651,N/A,N/A,N/A,N/A,N/A,SAMN33758797,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_221001_041132-bc2011.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18747_1.HFSS,single,RANDOM,GENOMIC,WGS,53613.0,20597.0,89.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m64076_221001_041132-bc2011.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17677.0,20028.0,23080.0,N/A,N/A,N/A,NA18747,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,9.85,9845535652.0,477989.0,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17420.0,19695.0,22725.0,SRR29483196,N/A,N/A,N/A,N/A,N/A,SAMN33758797,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230531_214232_s2.hifi_reads.bc2011.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG18747_1.HFSS_m84046_230531_214232_s2,single,size fractionation,GENOMIC,WGS,50521.0,19634.0,342.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m84046_230531_214232_s2.hifi_reads.bc2011.bam,PACBIO_SMRT,P1,16951.0,18998.0,21798.0,N/A,N/A,N/A,NA18747,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,53.0,53004210316.0,2699589.0,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18289.0,21114.0,24619.0,SRR23922650,N/A,N/A,N/A,N/A,N/A,SAMN33758797,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220828_113336-bc2049.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18747_2.HFSS,single,RANDOM,GENOMIC,WGS,85977.0,20876.0,158.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m64076_220828_113336-bc2049.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17657.0,20179.0,23497.0,N/A,N/A,N/A,NA18747,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,33.24,33237414229.0,1592112.0,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18567.0,21454.0,24961.0,SRR23922650,N/A,N/A,N/A,N/A,N/A,SAMN33758797,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220826_143529-bc2049.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18747_2.HFSS,single,RANDOM,GENOMIC,WGS,86286.0,21168.0,95.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m64076_220826_143529-bc2049.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17906.0,20506.0,23861.0,N/A,N/A,N/A,NA18747,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,31.67,31669760595.0,1496050.0,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18403.0,21119.0,24581.0,SRR23922641,N/A,N/A,N/A,N/A,N/A,SAMN33758800,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220831_195843-bc2052.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG20752.HFSS,single,RANDOM,GENOMIC,WGS,59695.0,20957.0,88.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m64457e_220831_195843-bc2052.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17815.0,20236.0,23481.0,N/A,N/A,N/A,NA20752,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,42.15,42154577403.0,2011426.0,N/A,NA20752,SAMN33758800,,TSI,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18457.0,21225.0,24757.0,SRR23922641,N/A,N/A,N/A,N/A,N/A,SAMN33758800,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220829_104034-bc2052.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG20752.HFSS,single,RANDOM,GENOMIC,WGS,62512.0,21051.0,71.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m64457e_220829_104034-bc2052.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17851.0,20320.0,23631.0,N/A,N/A,N/A,NA20752,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,46.94,46944843952.0,2229963.0,N/A,NA20752,SAMN33758800,,TSI,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18633.0,21476.0,25034.0,SRR23922641,N/A,N/A,N/A,N/A,N/A,SAMN33758800,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220827_152226-bc2052.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG20752.HFSS,single,RANDOM,GENOMIC,WGS,57993.0,21252.0,88.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m64457e_220827_152226-bc2052.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,18001.0,20542.0,23905.0,N/A,N/A,N/A,NA20752,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,48.19,48188048219.0,2267416.0,N/A,NA20752,SAMN33758800,,TSI,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18178.0,20893.0,24415.0,SRR29483087,N/A,N/A,N/A,N/A,N/A,SAMN33758800,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230517_211630_s4.hifi_reads.bc2052.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG20752.HFSS_m84046_230517_211630_s4,single,size fractionation,GENOMIC,WGS,59161.0,20759.0,295.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m84046_230517_211630_s4.hifi_reads.bc2052.bam,PACBIO_SMRT,P1,17598.0,19991.0,23277.0,N/A,N/A,N/A,NA20752,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,66.15,66145642174.0,3186209.0,N/A,NA20752,SAMN33758800,,TSI,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17858.0,20434.0,23892.0,SRR29483079,N/A,N/A,N/A,N/A,N/A,SAMN41021629,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230501_151821_s4.hifi_reads.bc2089.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG21106.HFSS_m84046_230501_151821_s4,single,size fractionation,GENOMIC,WGS,61270.0,20353.0,160.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA21106/raw_data/PacBio_HiFi/m84046_230501_151821_s4.hifi_reads.bc2089.bam,PACBIO_SMRT,P1,17335.0,19580.0,22772.0,N/A,N/A,N/A,NA21106,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,62.99,62992755287.0,3094861.0,N/A,NA21106,SAMN41021629,,GIH,SAS,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17581.0,19979.0,23306.0,SRR29483080,N/A,N/A,N/A,N/A,N/A,SAMN41021629,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230504_205453_s3.hifi_reads.bc2089.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG21106.HFSS_m84046_230504_205453_s3,single,size fractionation,GENOMIC,WGS,62176.0,19950.0,120.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA21106/raw_data/PacBio_HiFi/m84046_230504_205453_s3.hifi_reads.bc2089.bam,PACBIO_SMRT,P1,17104.0,19191.0,22218.0,N/A,N/A,N/A,NA21106,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,59.25,59248862130.0,2969815.0,N/A,NA21106,SAMN41021629,,GIH,SAS,YR4
